14. 1. 20 오후 9:59
Project Statistics

                 	Segments	 Words	Characters (without spaces)	Characters (including spaces)	
Total:           	  108827	754411	                    3422602	                      3749013	
Remaining:       	   40021	448310	                    1519071	                      1618970	
Unique:          	   76896	616182	                    2794138	                      3068049	
Unique Remaining:	   33102	381432	                    1293155	                      1379103	


Individual File Statistics:

File Name                                                                                                   	Total Segments	Remaining Segments	Unique Segments	Unique Remaining Segments	Total Words	Remaining Words	Unique Words	Unique Remaining Words	Total Characters (without spaces)	Remaining Characters (without spaces)	Unique Characters (without spaces)	Unique Remaining Characters (without spaces)	Total Characters (including spaces)	Remaining Characters (including spaces)	Unique Characters (including spaces)	Unique Remaining Characters (including spaces)	
rubydoc/refm/api/src/dl/win32.rd                                                                            	             1	                 0	              1	                        0	          4	              0	           4	                     0	                               23	                                    0	                                23	                                           0	                                 23	                                      0	                                  23	                                             0	
rubydoc/refm/api/src/dl.rd                                                                                  	             6	                 0	              3	                        0	         54	              0	          50	                     0	                              300	                                    0	                               277	                                           0	                                301	                                      0	                                 277	                                             0	
rubydoc/refm/api/src/drb/acl.rd                                                                             	            50	                21	             39	                       21	        330	            224	         305	                   224	                             1545	                                  847	                              1380	                                         847	                               1674	                                    915	                                1493	                                           915	
rubydoc/refm/api/src/drb/DRbIdConv                                                                          	            20	                15	             19	                       15	        249	            235	         247	                   235	                              849	                                  747	                               832	                                         747	                                876	                                    761	                                 857	                                           761	
rubydoc/refm/api/src/drb/DRbObject                                                                          	            23	                12	             22	                       12	        284	            161	         282	                   161	                             1385	                                  614	                              1368	                                         614	                               1551	                                    652	                                1532	                                           652	
rubydoc/refm/api/src/drb/DRbProtocol                                                                        	            75	                57	             69	                       54	        784	            730	         766	                   716	                             2656	                                 2274	                              2582	                                        2229	                               2811	                                   2384	                                2733	                                          2339	
rubydoc/refm/api/src/drb/DRbServer                                                                          	            69	                39	             59	                       39	        579	            383	         531	                   383	                             2723	                                 1399	                              2354	                                        1399	                               2947	                                   1499	                                2560	                                          1499	
rubydoc/refm/api/src/drb/DRbUndumped                                                                        	             5	                 3	              5	                        3	         48	             43	          48	                    43	                              172	                                  133	                               172	                                         133	                                179	                                    137	                                 179	                                           137	
rubydoc/refm/api/src/drb/DRbUnknown                                                                         	            31	                21	             28	                       21	        406	            341	         400	                   341	                             1566	                                 1157	                              1518	                                        1157	                               1686	                                   1217	                                1632	                                          1217	
rubydoc/refm/api/src/drb/extserv.rd                                                                         	            28	                24	             25	                       24	        345	            333	         340	                   333	                             1420	                                 1331	                              1380	                                        1331	                               1499	                                   1400	                                1454	                                          1400	
rubydoc/refm/api/src/drb/extservm.rd                                                                        	            98	                48	             87	                       48	        774	            582	         753	                   582	                             3340	                                 1955	                              3191	                                        1955	                               3559	                                   2080	                                3404	                                          2080	
rubydoc/refm/api/src/drb/gw.rd                                                                              	            68	                20	             53	                       19	        419	            272	         382	                   262	                             1855	                                  884	                              1652	                                         856	                               1960	                                    926	                                1743	                                           896	
rubydoc/refm/api/src/drb/observer.rd                                                                        	             8	                 7	              8	                        7	         90	             85	          90	                    85	                              341	                                  298	                               341	                                         298	                                355	                                    309	                                 355	                                           309	
rubydoc/refm/api/src/drb/ssl.rd                                                                             	            70	                50	             60	                       43	        519	            482	         455	                   430	                             2179	                                 1821	                              1994	                                        1672	                               2272	                                   1890	                                2070	                                          1730	
rubydoc/refm/api/src/drb/start-service                                                                      	            47	                34	             47	                       34	        318	            291	         318	                   291	                             1214	                                  906	                              1214	                                         906	                               1276	                                    955	                                1276	                                           955	
rubydoc/refm/api/src/drb/timeridconv.rd                                                                     	            17	                13	             11	                       10	        210	            197	         180	                   175	                              779	                                  681	                               660	                                         623	                                822	                                    712	                                 695	                                           654	
rubydoc/refm/api/src/drb/unix.rd                                                                            	            19	                13	             11	                        7	        148	            135	          92	                    83	                              576	                                  466	                               368	                                         281	                                605	                                    488	                                 387	                                           296	
rubydoc/refm/api/src/drb.rd                                                                                 	           145	                97	            131	                       97	       1468	           1265	        1428	                  1265	                             5921	                                 4293	                              5641	                                        4293	                               6216	                                   4475	                                5915	                                          4475	
rubydoc/refm/api/src/e2mmap.rd                                                                              	           121	                54	             62	                       32	        755	            562	         490	                   355	                             4041	                                 2345	                              2699	                                        1504	                               4313	                                   2464	                                2904	                                          1585	
rubydoc/refm/api/src/English.rd                                                                             	           208	                 7	            147	                        7	        644	             37	         535	                    37	                             4020	                                  155	                              3375	                                         155	                               4549	                                    167	                                3848	                                           167	
rubydoc/refm/api/src/enumerator.rd                                                                          	            44	                11	             20	                       11	        292	            125	         167	                   125	                             1208	                                  477	                               807	                                         477	                               1339	                                    509	                                 872	                                           509	
rubydoc/refm/api/src/Env.rd                                                                                 	             3	                 0	              1	                        0	         12	              0	           5	                     0	                               62	                                    0	                                27	                                           0	                                 66	                                      0	                                  28	                                             0	
rubydoc/refm/api/src/erb.rd                                                                                 	           175	                69	            118	                       67	        888	            660	         801	                   651	                             3393	                                 1968	                              3033	                                        1931	                               3760	                                   2111	                                3319	                                          2072	
rubydoc/refm/api/src/eregex.rd                                                                              	            39	                21	             27	                       16	        225	            180	         187	                   155	                              903	                                  609	                               706	                                         513	                                995	                                    653	                                 776	                                           549	
rubydoc/refm/api/src/etc.rd                                                                                 	           191	               104	            146	                       76	       1308	           1022	         987	                   741	                             4655	                                 2729	                              3730	                                        2065	                               4963	                                   2832	                                3996	                                          2153	
rubydoc/refm/api/src/expect.rd                                                                              	            19	                15	             18	                       15	        228	            207	         226	                   207	                              707	                                  556	                               696	                                         556	                                752	                                    579	                                 740	                                           579	
rubydoc/refm/api/src/fcntl.rd                                                                               	            45	                27	             41	                       27	        356	            291	         349	                   291	                             1565	                                 1187	                              1528	                                        1187	                               1680	                                   1276	                                1641	                                          1276	
rubydoc/refm/api/src/fiber.rd                                                                               	            57	                14	             36	                       14	        292	            199	         253	                   199	                             1150	                                  634	                               963	                                         634	                               1246	                                    669	                                1040	                                           669	
rubydoc/refm/api/src/fiddle/1.9/fiddle.rd                                                                   	           158	                92	             95	                       64	       1322	           1062	         944	                   810	                             5425	                                 3564	                              3895	                                        2861	                               5875	                                   3889	                                4236	                                          3126	
rubydoc/refm/api/src/fiddle/2.0/callargs                                                                    	            22	                18	              6	                        6	        160	            143	          52	                    52	                              496	                                  400	                               167	                                         167	                                537	                                    433	                                 177	                                           177	
rubydoc/refm/api/src/fiddle/2.0/Fiddle                                                                      	           110	                84	             24	                       21	        976	            897	         215	                   202	                             4199	                                 3569	                              1103	                                         976	                               4703	                                   3934	                                1242	                                          1078	
rubydoc/refm/api/src/fiddle/2.0/Fiddle__CStruct                                                             	            26	                25	             11	                       10	        321	            318	         186	                   183	                             1117	                                 1097	                               694	                                         674	                               1175	                                   1153	                                 731	                                           709	
rubydoc/refm/api/src/fiddle/2.0/Fiddle__Function                                                            	           115	                53	             30	                       15	        935	            701	         262	                   199	                             4050	                                 2312	                              1191	                                         717	                               4361	                                   2494	                                1289	                                           778	
rubydoc/refm/api/src/fiddle/2.0/Fiddle__Handle                                                              	            63	                39	             17	                       10	        554	            436	         216	                   150	                             2482	                                 1604	                              1169	                                         647	                               2668	                                   1712	                                1241	                                           687	
rubydoc/refm/api/src/fiddle/2.0/Fiddle__Importer                                                            	           153	                69	             34	                       23	       1135	            863	         461	                   398	                             4789	                                 3061	                              2040	                                        1563	                               5161	                                   3266	                                2165	                                          1657	
rubydoc/refm/api/src/fiddle/2.0/Fiddle__Pointer                                                             	           180	                80	             50	                       35	       1416	           1111	         592	                   523	                             4796	                                 3000	                              2056	                                        1570	                               5567	                                   3241	                                2286	                                          1694	
rubydoc/refm/api/src/fiddle/2.0/fiddle.rd                                                                   	            80	                17	             14	                        9	        516	            288	         191	                   164	                             2172	                                  873	                               723	                                         515	                               2352	                                    916	                                 753	                                           539	
rubydoc/refm/api/src/fiddle/2.0/import.rd                                                                   	            50	                17	             13	                        6	        359	            227	         142	                   102	                             1545	                                  685	                               626	                                         326	                               1685	                                    735	                                 672	                                           341	
rubydoc/refm/api/src/fiddle/2.0/types.rd                                                                    	            43	                 9	              8	                        6	        178	            120	         100	                    94	                              860	                                  473	                               456	                                         410	                                928	                                    502	                                 482	                                           434	
rubydoc/refm/api/src/fiddle/import.rd                                                                       	             1	                 0	              1	                        0	          3	              0	           3	                     0	                               24	                                    0	                                24	                                           0	                                 24	                                      0	                                  24	                                             0	
rubydoc/refm/api/src/fiddle/types.rd                                                                        	             1	                 0	              1	                        0	          3	              0	           3	                     0	                               23	                                    0	                                23	                                           0	                                 23	                                      0	                                  23	                                             0	
rubydoc/refm/api/src/fiddle.rd                                                                              	             1	                 0	              1	                        0	         12	              0	          12	                     0	                               89	                                    0	                                89	                                           0	                                 90	                                      0	                                  90	                                             0	
rubydoc/refm/api/src/fileutils.rd                                                                           	           432	               253	            279	                      156	       3206	           2433	        2253	                  1609	                            13916	                                 7802	                             10664	                                        5285	                              15167	                                   8370	                               11732	                                          5681	
rubydoc/refm/api/src/finalize.rd                                                                            	            22	                 6	             19	                        5	        152	             80	         131	                    66	                             1007	                                  261	                               939	                                         230	                               1074	                                    277	                                1000	                                           244	
rubydoc/refm/api/src/find.rd                                                                                	            41	                12	             27	                       11	        274	            187	         247	                   178	                             1105	                                  606	                               984	                                         577	                               1173	                                    624	                                1045	                                           595	
rubydoc/refm/api/src/forwardable.rd                                                                         	            69	                37	             48	                       26	        461	            363	         334	                   254	                             2157	                                 1293	                              1734	                                         954	                               2305	                                   1356	                                1852	                                           997	
rubydoc/refm/api/src/ftools.rd                                                                              	            72	                53	             63	                       48	        583	            482	         525	                   430	                             2107	                                 1418	                              1940	                                        1288	                               2313	                                   1503	                                2137	                                          1367	
rubydoc/refm/api/src/gdbm.rd                                                                                	           277	               125	            142	                       74	       1970	           1360	        1173	                   845	                             7500	                                 3747	                              4360	                                        2360	                               8304	                                   3949	                                4877	                                          2492	
rubydoc/refm/api/src/generator.rd                                                                           	           135	                33	             85	                       32	        649	            354	         535	                   342	                             2663	                                 1036	                              2144	                                        1006	                               2994	                                   1087	                                2398	                                          1055	
rubydoc/refm/api/src/getoptlong.rd                                                                          	           206	               137	            189	                      130	       1854	           1639	        1791	                  1592	                             7740	                                 5828	                              7520	                                        5699	                               8258	                                   6078	                                8030	                                          5949	
rubydoc/refm/api/src/getopts.rd                                                                             	            58	                29	             44	                       29	        351	            265	         329	                   265	                             1353	                                  788	                              1232	                                         788	                               1473	                                    837	                                1341	                                           837	
rubydoc/refm/api/src/gserver.rd                                                                             	           118	                62	             92	                       54	        669	            519	         592	                   478	                             2818	                                 1614	                              2409	                                        1464	                               3061	                                   1700	                                2621	                                          1542	
rubydoc/refm/api/src/iconv.rd                                                                               	           226	               126	            165	                       99	       2019	           1637	        1709	                  1376	                             7945	                                 5247	                              6764	                                        4331	                               8589	                                   5520	                                7336	                                          4554	
rubydoc/refm/api/src/importenv.rd                                                                           	            12	                 4	             10	                        4	         60	             32	          58	                    32	                              286	                                  138	                               275	                                         138	                                343	                                    143	                                 331	                                           143	
rubydoc/refm/api/src/io/console/size.rd                                                                     	             9	                 4	              7	                        4	         60	             47	          56	                    47	                              306	                                  170	                               279	                                         170	                                328	                                    179	                                 297	                                           179	
rubydoc/refm/api/src/io/console.rd                                                                          	            75	                43	             50	                       28	        517	            444	         381	                   328	                             1791	                                 1262	                              1312	                                         913	                               1906	                                   1313	                                1396	                                           946	
rubydoc/refm/api/src/io/nonblock.rd                                                                         	            13	                 8	             10	                        8	         96	             84	          89	                    84	                              382	                                  298	                               345	                                         298	                                414	                                    316	                                 372	                                           316	
rubydoc/refm/api/src/io/wait.rd                                                                             	            33	                23	             26	                       22	        351	            327	         331	                   317	                              986	                                  842	                               908	                                         816	                               1040	                                    874	                                 952	                                           843	
rubydoc/refm/api/src/ipaddr.rd                                                                              	           179	                69	            130	                       62	       1079	            698	         933	                   637	                             4744	                                 2144	                              4087	                                        1991	                               5170	                                   2316	                                4455	                                          2156	
rubydoc/refm/api/src/irb/cmd/chws.rd                                                                        	            18	                 0	             15	                        0	        133	              0	         126	                     0	                              618	                                    0	                               563	                                           0	                                660	                                      0	                                 598	                                             0	
rubydoc/refm/api/src/irb/cmd/help.rd                                                                        	            27	                 0	             24	                        0	        196	              0	         182	                     0	                              838	                                    0	                               777	                                           0	                                915	                                      0	                                 852	                                             0	
rubydoc/refm/api/src/irb/cmd/load.rd                                                                        	            33	                 0	             25	                        0	        338	              0	         296	                     0	                             1255	                                    0	                              1059	                                           0	                               1353	                                      0	                                1145	                                             0	
rubydoc/refm/api/src/irb/cmd/nop.rd                                                                         	            24	                 0	             16	                        0	        159	              0	         111	                     0	                              619	                                    0	                               438	                                           0	                                658	                                      0	                                 467	                                             0	
rubydoc/refm/api/src/irb/cmd/pushws.rd                                                                      	            23	                 0	             15	                        0	        158	              0	         124	                     0	                              798	                                    0	                               606	                                           0	                                852	                                      0	                                 644	                                             0	
rubydoc/refm/api/src/irb/cmd/subirb.rd                                                                      	            37	                22	             26	                       18	        258	            187	         214	                   168	                             1037	                                  550	                               834	                                         486	                               1138	                                    613	                                 914	                                           539	
rubydoc/refm/api/src/irb/completion.rd                                                                      	            44	                10	             43	                       10	        171	             81	         168	                    81	                             1017	                                  273	                              1011	                                         273	                               1376	                                    294	                                1369	                                           294	
rubydoc/refm/api/src/irb/context.rd                                                                         	           379	               203	            302	                      175	       2692	           2051	        2327	                  1844	                            10743	                                 6308	                              9399	                                        5613	                              11451	                                   6722	                               10051	                                          5996	
rubydoc/refm/api/src/irb/ext/change-ws.rd                                                                   	             3	                 2	              2	                        2	         39	             27	          27	                    27	                              123	                                   82	                                82	                                          82	                                129	                                     88	                                  88	                                            88	
rubydoc/refm/api/src/irb/ext/history.rd                                                                     	            22	                14	             19	                       14	        198	            165	         183	                   165	                              648	                                  448	                               587	                                         448	                                690	                                    478	                                 627	                                           478	
rubydoc/refm/api/src/irb/ext/loader.rd                                                                      	             8	                 4	              6	                        4	         90	             67	          74	                    67	                              335	                                  223	                               274	                                         223	                                357	                                    239	                                 296	                                           239	
rubydoc/refm/api/src/irb/ext/math-mode.rd                                                                   	            27	                14	             19	                       13	        223	            176	         193	                   167	                              942	                                  659	                               793	                                         615	                               1008	                                    708	                                 851	                                           663	
rubydoc/refm/api/src/irb/ext/multi-irb.rd                                                                   	             4	                 2	              3	                        2	         36	             22	          24	                    22	                              123	                                   69	                                82	                                          69	                                128	                                     73	                                  87	                                            73	
rubydoc/refm/api/src/irb/ext/save-history.rd                                                                	            52	                28	             35	                       23	        403	            324	         311	                   281	                             1480	                                  915	                              1120	                                         818	                               1584	                                    976	                                1201	                                           870	
rubydoc/refm/api/src/irb/ext/tracer.rd                                                                      	            15	                 7	             12	                        7	        138	            111	         132	                   111	                              554	                                  349	                               512	                                         349	                                597	                                    376	                                 550	                                           376	
rubydoc/refm/api/src/irb/ext/use-loader.rd                                                                  	            26	                12	             20	                       10	        213	            159	         191	                   145	                              914	                                  519	                               811	                                         475	                                986	                                    562	                                 870	                                           512	
rubydoc/refm/api/src/irb/ext/workspaces.rd                                                                  	             3	                 2	              1	                        1	         39	             27	           9	                     9	                              125	                                   84	                                32	                                          32	                                131	                                     90	                                  33	                                            33	
rubydoc/refm/api/src/irb/extend-command.rd                                                                  	           108	                55	             83	                       44	        751	            559	         643	                   497	                             3733	                                 1814	                              3129	                                        1633	                               3953	                                   1919	                                3324	                                          1730	
rubydoc/refm/api/src/irb/frame.rd                                                                           	            34	                23	             17	                       12	        233	            193	         122	                   102	                              733	                                  495	                               394	                                         268	                                813	                                    536	                                 432	                                           284	
rubydoc/refm/api/src/irb/help.rd                                                                            	             5	                 2	              4	                        2	         21	             16	          19	                    16	                               91	                                   45	                                73	                                          45	                                100	                                     47	                                  80	                                            47	
rubydoc/refm/api/src/irb/init.rd                                                                            	             2	                 1	              1	                        1	         18	              6	           6	                     6	                               62	                                   21	                                21	                                          21	                                 63	                                     22	                                  22	                                            22	
rubydoc/refm/api/src/irb/input-method.rd                                                                    	            80	                29	             39	                       21	        450	            306	         270	                   203	                             1804	                                  763	                              1099	                                         520	                               1951	                                    807	                                1182	                                           546	
